product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
PSPZ-1162 OH,SPZ-1162 OH,V-Belts,actionable,,,86a63691-8c42-5f96-90c6-234349b86376,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,41,48,7,fb95823a-d9f2-591c-81cc-0a4f8cf256f0,"SALES_RESERVATION=-209, SUPPLIER_DELIVERY=250",2026-04-17
RB077-6,日本齒帶 B-77,Timing Belts,actionable,,,91f655cf-92f1-50c5-b2c9-2bee059aedb5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,0,7,7,c6a287a4-a404-571b-b924-a030dfb0402d,"SALES_RESERVATION=-186, SUPPLIER_DELIVERY=186",2026-04-17
SPZ-2120-3,SPZ-2120,V-Belts,actionable,,,9240383f-a9f4-5faa-b388-4f49fcff3e41,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,4,11,7,cbc612b7-6242-5d0b-84a6-6a4022130ab9,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=14",2026-04-17
3VX-425,3VX-425,V-Belts,actionable,,,940dd7a2-9e1e-50b6-b84d-9105849b2ebd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,714f2b02-d145-5b4a-9ab8-328d07274485,"SALES_RESERVATION=-123, SUPPLIER_DELIVERY=116",2026-04-17
OA065-6,耐熱皮帶 A-65,V-Belts,actionable,,,97a95631-12c8-561b-a725-8db86b337f2f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,600a49d2-3702-56b9-810f-9a408baa44b7,SALES_RESERVATION=-7,2026-04-17
PB218,三角皮帶 B-218,V-Belts,actionable,,,9a2a1342-3d99-5677-999f-d4b9849a8b24,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,26,19,-7,459707f0-79a0-5cfd-a7b8-ea730335218d,"SALES_RESERVATION=-48, SUPPLIER_DELIVERY=74",2026-04-17
004,包裝帶(一般用),Non-Merchandise,actionable,,,9afe9cda-9e6d-5113-be4f-66bb5e66c0ce,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,56e55234-ffb8-5612-8632-843b90526a52,SUPPLIER_DELIVERY=7,2026-04-17
OM046-6,耐熱皮帶 FM-46,V-Belts,actionable,,,9f2b8d3d-6bc2-5d92-a362-ff9fc93fe759,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-2,5,7,de4bc40c-ec9e-5a69-b309-00e5f95110ad,SALES_RESERVATION=-2,2026-04-17
PC236,三角皮帶 C-236,V-Belts,actionable,,,a5ffef72-a14c-5825-a8ab-e6e0c0dff0ba,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-7,0,7,1cb7080e-b577-5928-bb71-a0e558cee630,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=3",2026-04-17
PSPA-1250 OH,SPA-1250  OH,V-Belts,actionable,,,a9c3ddbc-b814-552d-b24c-df429b62704c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,82,75,-7,ca9bb1e2-4e01-5e78-beab-a29ed6f499f8,"SALES_RESERVATION=-438, SUPPLIER_DELIVERY=520",2026-04-17
PSPZ-1180 OH,SPZ-1180 OH,V-Belts,actionable,,,ac2d47ab-3b8f-5cdb-9502-59a7a4ed3c7b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,119,126,7,027167c4-1813-5b89-8ba6-0956d12c46df,"SALES_RESERVATION=-227, SUPPLIER_DELIVERY=346",2026-04-17
SPC-2950-4,SPC-2950 大山,V-Belts,actionable,,,accc231a-c0e3-566f-88b5-41cbdc8d2c79,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,6ee17fd8-8a1e-5639-aa37-63e1f5cc19c0,"SALES_RESERVATION=-7, SUPPLIER_DELIVERY=14",2026-04-17
RM051-6,日本齒帶 FM-51,Timing Belts,actionable,,,b415abdf-eeb0-5be3-bc35-578b1e6cc7b2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-1,6,7,fa390992-46e7-54f9-9ea7-86e6cb8faf02,"SALES_RESERVATION=-59, SUPPLIER_DELIVERY=58",2026-04-17
AO056,OH A-56,V-Belts,actionable,,,b54873a7-775c-5089-94fc-439e06e1fafd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,149,142,-7,454fa7bb-0e8c-5c78-b8f9-de3dc143230b,"SALES_RESERVATION=-591, SUPPLIER_DELIVERY=740",2026-04-17
5PK-890,5PK-890,Ribbed Belts,actionable,,,b7f483f0-9203-52a2-be36-b2d435011656,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,d38cc59e-99b4-5cf5-a2f7-f031d8425e4e,SUPPLIER_DELIVERY=7,2026-04-17
N3OHA090,大山 OH A-90,V-Belts,actionable,,,b98f4b62-52eb-5a8c-938f-60a672c9ed38,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-1,6,7,8bc44e61-bb5e-5924-b425-210a2c489ce7,SALES_RESERVATION=-1,2026-04-17
5VX-1250,5VX-1250,V-Belts,actionable,,,ba89399a-cba1-52b7-887b-b5b84f17b0e7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,2ac95892-7a4c-5762-b334-16acc8fda0f3,"SALES_RESERVATION=-24, SUPPLIER_DELIVERY=31",2026-04-17
OA044-6,耐熱皮帶 A-44,V-Belts,actionable,,,c06d7df3-ecfd-51f7-ac01-d43c679589f1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-3,4,7,dc17c395-facf-5801-a318-60c16dfa210f,SALES_RESERVATION=-3,2026-04-17
5M-450,廣角皮帶 5M-450,Timing Belts,actionable,,,c4db89aa-2c96-5831-ac32-15a7e8940c4a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,-6,1,7,3a9190a5-b74c-5b7a-805e-927ec62ae46d,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=6",2026-04-17
PSPC-5100 OH,SPC-5100 OH,V-Belts,actionable,,,d374c3d1-1f38-56d7-bf3c-ab5dc094d3a8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,62,69,7,735861d7-fd91-5239-a5cf-cccd69654bc4,"SALES_RESERVATION=-193, SUPPLIER_DELIVERY=255",2026-04-17
5M-475*20M/M,475-5M*20M/M,Timing Belts,actionable,,,db4c8868-ecdb-572e-adba-9d655b6e5f8c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,fa60579a-414e-563e-9e6a-6e86b739345c,"SALES_RESERVATION=-236, SUPPLIER_DELIVERY=243",2026-04-17
PSPB-1450 OH,SPB-1450 OH,V-Belts,actionable,,,e00bd497-6067-5ed5-8255-256b85f9d1e0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,64,71,7,1c6a4c95-801a-51c3-a381-30ba295b6aa7,"SALES_RESERVATION=-87, SUPPLIER_DELIVERY=151",2026-04-17
PB212,三角皮帶 B-212,V-Belts,actionable,,,e138c627-fc3e-55df-9b93-c542819e88e9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-7,12,19,7,3f07806d-65d4-5e36-b509-5c5551047b7d,"SALES_RESERVATION=-48, SUPPLIER_DELIVERY=60",2026-04-17
PC194,三角皮帶 C-194,V-Belts,actionable,,,f80bca62-7981-5cc0-89ac-937ae3989701,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,94c5b72d-cbe1-53f0-989c-fd6549325c2b,"SALES_RESERVATION=-83, SUPPLIER_DELIVERY=90",2026-04-17
SPZ-1900-3,SPZ-1900,V-Belts,actionable,,,fade6e7e-c9f7-5379-b7cb-8558281deb2c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,7,7,0,-7,380caa31-2118-554f-9f07-a04287af0cc6,"SALES_RESERVATION=-13, SUPPLIER_DELIVERY=20",2026-04-17
PB236-3,皮帶 B-236,V-Belts,actionable,,,016cafce-0c9d-5312-bf16-2f206ef60883,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,6d10dee8-c903-5157-ac19-068cc34663e2,SUPPLIER_DELIVERY=6,2026-04-17
OA054-6,耐熱皮帶 A-54,V-Belts,actionable,,,032aa844-b083-5ea9-9adc-92719b953de6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,0,6,6,1f55dc87-08aa-566b-bf45-813ccb134d34,-,2026-04-17
PSPZ-737 OH,SPZ-737 OH,V-Belts,actionable,,,0423db35-fc7c-5e3a-a741-69cdcac0c114,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,74,80,6,65ee8189-bba8-5ca9-b093-a27af9e4c5b3,"SALES_RESERVATION=-76, SUPPLIER_DELIVERY=150",2026-04-17
SPZ-2000-3,SPZ-2000,V-Belts,actionable,,,0815673f-9104-54c8-b5db-47ef160f3d53,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,c554261d-9dd4-58cd-8db9-7a468bd8d9f9,"SALES_RESERVATION=-20, SUPPLIER_DELIVERY=26",2026-04-17
5V-800,日本 5V-800,V-Belts,actionable,,,089e9a5a-3096-556f-9731-efa00d465a05,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,c6f1b3ef-78a8-50cc-8922-181e3be7e648,"SALES_RESERVATION=-28, SUPPLIER_DELIVERY=34",2026-04-17
RB042-T,日本齒帶 B-42,Timing Belts,actionable,,,09753dbd-588a-5b82-b56b-c535c5d1984c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,25,31,6,6a278d83-66dd-5f26-bb75-16ecdf52ca12,"SALES_RESERVATION=-569, SUPPLIER_DELIVERY=594",2026-04-17
XL200*10M/M,200XL*10M/M,Timing Belts,actionable,,,11081720-6196-58f0-a311-6ad1c4fbf7ea,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-5,1,6,46e83627-3b58-5c60-ab6c-4d3ff66aab3c,"SALES_RESERVATION=-26, SUPPLIER_DELIVERY=21",2026-04-17
5V-1750-3,大山 5V-1750-3,V-Belts,actionable,,,122ec2d1-7738-52fb-8419-bda8aea88038,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,cc58b421-9309-5e3f-a165-5ff3e7e8e48f,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=6",2026-04-17
1422V-330,變速皮帶1422V-330,Variable-Speed Belts,actionable,,,12bf5485-2b29-5923-9dd6-0e1124b2d22c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,c396ac55-2505-5c31-ac00-2a1c5e40e0de,SUPPLIER_DELIVERY=6,2026-04-17
3V1320-2,日本 3V-1320,V-Belts,actionable,,,16e4b923-bc4f-5c73-a514-abe25463f068,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,7f8ebc91-ab80-5ae8-a8d5-1ea8c04ef86b,"SALES_RESERVATION=-20, SUPPLIER_DELIVERY=14",2026-04-17
5V-1200-3,大山  5V-1200,V-Belts,actionable,,,1a1065d5-66a1-55f0-b699-4bf14b483ce0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,7b9c8931-b3ef-5875-a827-48fec16c5756,"SALES_RESERVATION=-11, SUPPLIER_DELIVERY=5",2026-04-17
SPZ-1462-3,SPZ-1462,V-Belts,actionable,,,1acff567-f12c-5caa-bc7b-b1aaa52b5137,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,37016af5-fe67-562f-8009-5932cac7c7bd,"SALES_RESERVATION=-52, SUPPLIER_DELIVERY=46",2026-04-17
PSPB-2300 OH,SPB-2300 OH,V-Belts,actionable,,,25ea2fae-1580-5bea-93af-b7e2e17d93c9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,149,155,6,917473bf-8cf0-5208-93ae-d1b341dde3eb,"SALES_RESERVATION=-901, SUPPLIER_DELIVERY=1050",2026-04-17
AO047,OH A-47,V-Belts,actionable,,,2ba1eda8-bc97-5454-9690-7089341667de,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,108,102,-6,07a2f14d-5f7d-589e-bb01-1215d5182b8a,"SALES_RESERVATION=-844, SUPPLIER_DELIVERY=952",2026-04-17
RC052-6,日本齒帶 C-52,Timing Belts,actionable,,,2c33df7b-3f38-56b4-bfb5-8563292d3ee9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,2,8,6,84941654-0f2f-52a9-a1f5-eba953248776,"SALES_RESERVATION=-55, SUPPLIER_DELIVERY=57",2026-04-17
5M-1000,廣角 5M-1000,Timing Belts,actionable,,,2fed4cbd-a340-5ce7-b2ab-556346cefdb9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,e8b8544d-8645-5c03-9a38-753ce0b4f719,"SALES_RESERVATION=-47, SUPPLIER_DELIVERY=53",2026-04-17
SPZ-1250-P,SPZ-1250,V-Belts,actionable,,,30707488-140e-52dd-8811-272bfe763fdc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,2,8,6,52b93ad4-e48b-532e-8e81-06d1069903f7,"SALES_RESERVATION=-52, SUPPLIER_DELIVERY=54",2026-04-17
P8V-1250 OH,8V-1250  OH,V-Belts,actionable,,,30cc6894-c122-5814-af63-75559d6d97e1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,66,72,6,ce2335dd-af74-530c-9ee2-bb51129e01df,"SALES_RESERVATION=-90, SUPPLIER_DELIVERY=156",2026-04-17
BR119,外齒 B-119,V-Belts,actionable,,,313a96ac-bed9-5404-b733-73261a2852c5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,1d7d7eef-ac7f-51eb-9c69-90442b8b64f2,"SALES_RESERVATION=-24, SUPPLIER_DELIVERY=18",2026-04-17
3VX500-8,3VX-500,V-Belts,actionable,,,3220cdfe-afab-5d47-b51f-53b4bc39ef8e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-2,4,6,fdc47270-b524-5fd5-8d58-ba49518488db,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=12",2026-04-17
PM020.5-RE,三角皮帶  M-20.5,V-Belts,actionable,,,35fbb23d-3463-50e4-ba57-c9f77e98c733,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,97,103,6,1d0b2d9f-422f-535e-938f-407e9e924256,"SALES_RESERVATION=-274, SUPPLIER_DELIVERY=371",2026-04-17
PD207,三角皮帶 D-207,V-Belts,actionable,,,36ec11fa-4839-52d8-bc32-855d3bcd0596,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,4e1b57df-d91c-54e3-90e9-e7c6dabcf364,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=6",2026-04-17
SPA-2800-P,SPA-2800,V-Belts,actionable,,,3950eca5-b29e-53b1-9655-7f1f52ef7cd5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,41d5bcda-f825-5a55-9cc8-11678cc25902,"SALES_RESERVATION=-12, SUPPLIER_DELIVERY=6",2026-04-17
XL270*15M/M,270XL*15M/M,Timing Belts,actionable,,,39c0991e-7985-514c-a5c2-789b3d79dd9f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,839c94b9-e4e0-59d5-b685-72ab7f78e2ef,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=4",2026-04-17
SPZ-2600-3,SPZ-2600,V-Belts,actionable,,,3c72acac-b90f-5303-a68d-419318bc0828,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,0b5b3730-e7ae-57b0-bdda-d0ca2eb0240a,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=4",2026-04-17
RC039-6,日本齒帶 C-39,Timing Belts,actionable,,,3e43b9c8-eede-51d5-a5bc-eeeb34388877,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-4,2,6,2fa18ac9-70a9-5dbd-b9ed-5492a56fb2da,"SALES_RESERVATION=-27, SUPPLIER_DELIVERY=23",2026-04-17
BMTC-LBC-6,715*17.5,Vehicle Belts,actionable,,,43015910-dd8e-5545-af9a-06efcb62b628,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,b60d59c6-2425-5e83-aefa-a03f11d97a76,"SALES_RESERVATION=-221, SUPPLIER_DELIVERY=215",2026-04-17
PSPZ-1337 OH,SPZ-1337 OH,V-Belts,actionable,,,44a33dbd-d5b6-57e6-8062-814f3377bd4c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,67,73,6,41b0b562-fb18-5e0d-90b8-90fd03fc05bd,"SALES_RESERVATION=-233, SUPPLIER_DELIVERY=300",2026-04-17
PSPA-2030 OH,SPA-2030  OH,V-Belts,actionable,,,50ea5842-2908-5383-bd3c-e1a4f10c244c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,31,37,6,6c58a1b8-0c30-531f-8335-dc4597d10c22,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=39",2026-04-17
SPB-2000,日本 SPB-2000,V-Belts,actionable,,,51bd6e83-4627-58b4-91e1-fd98684f1731,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,d5a78a6b-1d33-5b43-8576-ba1a0226cfcd,SUPPLIER_DELIVERY=6,2026-04-17
SPA-1682,三星 SPA-1682,V-Belts,actionable,,,527acf76-2586-5737-ac6e-a8b2e0ada46d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,9a8d00ef-aefd-5c13-ba59-95aee38488e4,SUPPLIER_DELIVERY=6,2026-04-17
PB221,三角皮帶 B-221,V-Belts,actionable,,,546c125f-deb6-5eb0-9548-b9444819f56d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,21,15,-6,12c21a57-e005-56f2-b3b7-acc680249cd5,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=30",2026-04-17
P5V-1600 OH,5V-1600  OH,V-Belts,actionable,,,551e969d-d633-5183-82f3-ddb709b28bfc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,14,20,6,b7522fd9-e52c-51db-88eb-3f148462099b,"SALES_RESERVATION=-882, SUPPLIER_DELIVERY=896",2026-04-17
PSPZ-987 OH,SPZ-987 OH,V-Belts,actionable,,,5a4d5868-2f2f-5dcd-8566-0d476bfa98ca,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,86,92,6,0b302483-dcbd-5854-9656-439939a17e5f,"SALES_RESERVATION=-264, SUPPLIER_DELIVERY=350",2026-04-17
RB052-T,日本齒帶 B-52,Timing Belts,actionable,,,67f3b0b8-90c4-59c0-823d-3f2a036d512a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,16,22,6,7e010241-ec9d-5c05-a8b6-c1fec0b6cf65,"SALES_RESERVATION=-463, SUPPLIER_DELIVERY=479",2026-04-17
RC046-6,日本齒帶 C-46,Timing Belts,actionable,,,6a2ad9d5-6aec-5bf8-b829-04bf81af41db,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-3,3,6,36ac46f2-3556-5230-a8d3-bf1bf01fd591,"SALES_RESERVATION=-16, SUPPLIER_DELIVERY=13",2026-04-17
SPZ-2360-P,SPZ-2360,V-Belts,actionable,,,6ad6c1e6-c078-576c-b3b7-09b77d3262f8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,54d4488d-17d8-534b-83a8-237e26748d35,"SALES_RESERVATION=-16, SUPPLIER_DELIVERY=10",2026-04-17
3V1400-2,日本 3V-1400,V-Belts,actionable,,,6ceb2485-1847-5a6a-bed0-ef6a3eddaa5a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,11d6bf68-bafb-5011-9c57-e97e28b15ca8,SALES_RESERVATION=-6,2026-04-17
PB213,三角皮帶 B-213,V-Belts,actionable,,,6f225870-7380-5a19-a6ea-dfddaf3fba69,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,14,20,6,937db17d-837f-52ff-aa3e-f1651fac7927,"SALES_RESERVATION=-26, SUPPLIER_DELIVERY=40",2026-04-17
PC290,三角皮帶 C-290,V-Belts,actionable,,,70437fee-b45a-5009-94c7-d305a4fb34d8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,81ab0f48-9492-5730-9464-c6a054ffe695,"SALES_RESERVATION=-21, SUPPLIER_DELIVERY=15",2026-04-17
OM044-6,耐熱皮帶 FM-44,V-Belts,actionable,,,79c2bf8c-372e-5011-84fc-b28de936ce84,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,0,6,6,462ae985-8a14-5429-879b-c1b32f9e9ede,-,2026-04-17
SPZ-1162-3,SPZ-1162,V-Belts,actionable,,,7c3da59c-b91a-5239-b741-b53e02cecb72,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,7,1,-6,fa1a55b4-19e3-5422-9fb7-476e07655ddb,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=21",2026-04-17
OM038-6,耐熱皮帶 FM-38,V-Belts,actionable,,,83a9f07b-284d-5104-99cc-c10511ff5b02,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,fac161f1-a748-5fd1-8196-01d6b1aee59f,SALES_RESERVATION=-6,2026-04-17
RA077-6,日本齒帶 A-77,Timing Belts,actionable,,,90ed4793-20b9-5d16-8eb1-dcf877d5e4d1,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,5a3e42f4-7362-5324-b321-e063ba7ac282,"SALES_RESERVATION=-34, SUPPLIER_DELIVERY=40",2026-04-17
PSPB-2550 OH,SPB-2550 OH,V-Belts,actionable,,,9120d2a7-1c30-51b0-b277-15acc85c4056,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,78,84,6,551c4639-88d9-5388-ac44-d0bd8d41143e,"SALES_RESERVATION=-152, SUPPLIER_DELIVERY=230",2026-04-17
RB026-6,日本齒帶 B-26,Timing Belts,actionable,,,920342af-0abe-5e52-9715-ff8ac55a61a8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,d8ca6a1e-da37-5ea7-a3b2-0b8caf20c797,"SALES_RESERVATION=-38, SUPPLIER_DELIVERY=32",2026-04-17
RM037-6,日本齒帶 FM-37,Timing Belts,actionable,,,94d61d9b-99a7-566e-811b-78d0d66bb554,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,18,24,6,9e780785-2392-5246-9f78-b4d11ff25a2c,"SALES_RESERVATION=-215, SUPPLIER_DELIVERY=233",2026-04-17
AO021,OH A-21,V-Belts,actionable,,,9a5e7c40-738c-5aca-b5c2-564d350bfe23,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,87,81,-6,16f4a1f3-4aa3-5932-83dd-b5fcbaea3e25,"SALES_RESERVATION=-473, SUPPLIER_DELIVERY=560",2026-04-17
PB233,三角皮帶 B-233,V-Belts,actionable,,,9ba0b951-6b48-56ed-a777-1c5f3aa691e8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,763d8dee-243a-5900-a6cb-88d9d98c0802,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=3",2026-04-17
RB040-6,日本齒帶 B-40,Timing Belts,actionable,,,9f718fef-0613-5314-8efa-7abc3ce034d8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,972aebf8-93ce-50d0-af5f-631546052c3d,"SALES_RESERVATION=-1006, SUPPLIER_DELIVERY=1000",2026-04-17
5M-450*15M/M,450-5M*15M/M,Timing Belts,actionable,,,a1357c3b-415b-50dd-9dc7-fb7f59b1430c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,4f35c789-f335-534b-b12c-ebdc325a3d37,"SALES_RESERVATION=-15, SUPPLIER_DELIVERY=9",2026-04-17
5V-900,三星 5V-900,V-Belts,actionable,,,a1abddf0-a2ba-53c0-ad87-c61d10cbfe33,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,0395276a-bf59-59de-8c2c-911a561b8c88,"SALES_RESERVATION=-14, SUPPLIER_DELIVERY=8",2026-04-17
XL290*10M/M,290XL*10M/M,Timing Belts,actionable,,,a29b690c-1fac-53ae-bdb2-65bd2f4a119b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,ca0ed129-52c4-5145-970c-330a2100c34e,"SALES_RESERVATION=-23, SUPPLIER_DELIVERY=29",2026-04-17
PSPA-2360 OH,SPA-2360  OH,V-Belts,actionable,,,a3e0d54b-0988-59f7-a9a4-2db357245d0e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,42,48,6,4f656134-291a-54fa-aea4-eef772317cb4,"SALES_RESERVATION=-158, SUPPLIER_DELIVERY=200",2026-04-17
LM082-3,大山 M-82,V-Belts,actionable,,,a5ed4706-f128-5d36-8535-85cdda4413e3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-4,2,6,b090907b-4d54-5e1e-9467-9ffbeffdc15f,SALES_RESERVATION=-4,2026-04-17
RB043-6,日本齒帶 B-43,Timing Belts,actionable,,,a6284497-b8a3-59cc-a4d1-c6ecbbcbe4ce,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,3eea8dbe-a4bb-5aef-922a-07d78e1bee44,"SALES_RESERVATION=-460, SUPPLIER_DELIVERY=454",2026-04-17
BO079,OH B-79,V-Belts,actionable,,,b3445783-65ed-5fcf-aa67-a207f69449d3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,64,58,-6,49bd0a4f-9753-530f-b12f-948527a4648c,"SALES_RESERVATION=-1025, SUPPLIER_DELIVERY=1089",2026-04-17
RL187*13M/M,187L*13M/M,Timing Belts,actionable,,,bcfa6f4d-7b30-5a83-b2f4-526602fd4356,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-3,3,6,0051fce2-675c-51c3-b225-56f53197a452,"SALES_RESERVATION=-15, SUPPLIER_DELIVERY=12",2026-04-17
3VX265,3VX-265,V-Belts,actionable,,,be862238-185e-5ba5-bd50-b02daa077949,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-6,0,6,9a5d7078-9f00-5fed-9c5d-38b7f77c6be1,"SALES_RESERVATION=-47, SUPPLIER_DELIVERY=41",2026-04-17
OA058-6,耐熱皮帶 A-58,V-Belts,actionable,,,bf6e5ec5-ab17-5aac-9f63-da8abbdc4732,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,-2,4,6,37a226d9-0bcb-5449-a787-259d0557ebbd,SALES_RESERVATION=-2,2026-04-17
PD141,三角皮帶 D-141,V-Belts,actionable,,,bfd0ac5b-4a7e-5cfa-84f0-14a9db5c93e7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,6,6,0,-6,85c19904-3598-5ab7-90be-7a3d42a591f0,SUPPLIER_DELIVERY=6,2026-04-17
PC204,三角皮帶 C-204,V-Belts,actionable,,,bff3da70-4bb4-50f8-92ca-39d4bcd83679,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,21,27,6,440d920c-99e0-5269-a362-5d490048ee25,"SALES_RESERVATION=-21, SUPPLIER_DELIVERY=42",2026-04-17
RB062-T,日本齒帶 B-62,Timing Belts,actionable,,,c20c093a-91b2-50ae-ab4a-72b219b33ae6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-6,4,10,6,5df31183-1c86-5b20-b926-2cef2080b7ac,"SALES_RESERVATION=-158, SUPPLIER_DELIVERY=162",2026-04-17
